product_id,product_name,category,article_type,color,image_filename
25349,Levis Men Red Brief,Apparel,Briefs,Red,25349.jpg
11940,Ganuchi Men Casual Black Sandals,Footwear,Sandals,Black,11940.jpg
55802,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,Apparel,Night suits,White,55802.jpg
29584,Indigo Nation Men Printed Black T-shirt,Apparel,Tshirts,Black,29584.jpg
43967,DKNY Women Red Delicious Perfume,Personal Care,Perfume and Body Mist,Red,43967.jpg
28456,Urban Yoga Women Blue Skirt With Leggings,Apparel,Skirts,Blue,28456.jpg
34009,Gini and Jony Girls Black Top,Apparel,Tops,Black,34009.jpg
19311,Nike Men Air Rift MTR White Casual Shoe,Footwear,Casual Shoes,White,19311.jpg
42089,ADIDAS Men White Corona Sports Shoes,Footwear,Sports Shoes,White,42089.jpg
22950,Fastrack Unisex Black Dial Watch 9915PP13,Accessories,Watches,Black,22950.jpg
49461,Vans Men Blue Era Scilla Plaid Shoes,Footwear,Casual Shoes,Blue,49461.jpg
8746,Crocs Kids Navy Blue Clogs,Footwear,Flip Flops,Navy Blue,8746.jpg
9694,Classic Polo Men Vulcan White Polo Tshirts,Apparel,Tshirts,White,9694.jpg
23882,Fila Men Destiny Grey Sports Shoes,Footwear,Sports Shoes,Grey,23882.jpg
34835,ADIDAS Men Blue Chill Sports Shoes,Footwear,Sports Shoes,Blue,34835.jpg
15984,Turtle Check Men Yellow Shirt,Apparel,Shirts,Yellow,15984.jpg
41268,Arrow Men Black Wallet,Accessories,Wallets,Black,41268.jpg
11518,Catwalk Women Gun Metal Grey Heels,Footwear,Heels,Grey,11518.jpg
14856,United Colors of Benetton Women Solid Beige Wallets,Accessories,Wallets,Beige,14856.jpg
33648,Lotto Men Ridge Brown Sandals,Footwear,Sandals,Brown,33648.jpg
59297,U.S. Polo Assn. Men White & Navy Blue Shirt,Apparel,Shirts,White,59297.jpg
28032,Jockey ELANCE Men Bikini White Brief 1005,Apparel,Briefs,White,28032.jpg
27846,Scullers For Her Charcoal Blazer,Apparel,Blazers,Charcoal,27846.jpg
26994,Jealous 21 Women Black Jeans,Apparel,Jeans,Black,26994.jpg
49839,iPanema Women Red Flip Flops,Footwear,Flip Flops,Red,49839.jpg
31923,Fabindia Women Blue Silk Sling Bag,Accessories,Handbags,Blue,31923.jpg
2618,Carlton London Women Silver Wedge Sandal,Footwear,Flats,Silver,2618.jpg
54588,Sushilas Women Printed Green Kurta,Apparel,Kurtas,Green,54588.jpg
49005,Lucera Women Silver Ring,Accessories,Ring,Silver,49005.jpg
8322,Doodle Boy's Route 66 Biker Blue Teen Kidswear,Apparel,Tshirts,Blue,8322.jpg
13841,ADIDAS Unisex Three Small Dials White Watches,Accessories,Watches,White,13841.jpg
28200,Ray-Ban Men Active Lifestyle Copper Sunglasses,Accessories,Sunglasses,Copper,28200.jpg
12993,ADIDAS Kids Adispeed Black Sports Shoes,Footwear,Sports Shoes,Black,12993.jpg
7158,Scullers Men  Green Check Shirt,Apparel,Shirts,Green,7158.jpg
18495,Puma Men Fashion Cat White Slipper,Footwear,Sandals,White,18495.jpg
8110,Fastrack Men Economy 2 Analg Black Watch,Accessories,Watches,Black,8110.jpg
19547,United Colors of Benetton Men Solid Blue Sweatshirt,Apparel,Sweatshirts,Blue,19547.jpg
7964,Puma Men's Large Logo Graphic Black T-shirt,Apparel,Tshirts,Black,7964.jpg
36934,Giorgio Armani Women Idole Perfume,Personal Care,Perfume and Body Mist,Gold,36934.jpg
39140,Aneri Women Black & Maroon Salwar Suit,Apparel,Kurta Sets,Black,39140.jpg
20851,Spice Art Women Ribbon Embroidery Red Clutch,Accessories,Clutches,Red,20851.jpg
41866,Estd. 1977 Men Beige & Green Sandals,Footwear,Sandals,Beige,41866.jpg
58177,Rocky S Women Brown Handbag,Accessories,Handbags,Brown,58177.jpg
44528,Coolers Men Black Sandals,Footwear,Sandals,Black,44528.jpg
16392,Levis Men Check Red Shirts,Apparel,Shirts,Red,16392.jpg
51455,Tonga Women Pink Printed Shrug,Apparel,Shrug,Pink,51455.jpg
50587,Chromozome Men Grey Briefs,Apparel,Briefs,Grey,50587.jpg
17240,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,Apparel,Tshirts,Black,17240.jpg
47530,Portia Women Copper-Toned & Brown Sandals,Footwear,Flats,Copper,47530.jpg
6617,Spykar Men Black and white Check Shirt,Apparel,Shirts,Black,6617.jpg
12732,Nike Unisex Swoosh Black Backpack,Accessories,Backpacks,Black,12732.jpg
3365,Myntra Men's Brain Black T-shirt,Apparel,Tshirts,Black,3365.jpg
42042,Nike Men Air Relentless 2 MSL White Sports Shoes,Footwear,Sports Shoes,White,42042.jpg
23849,ADIDAS Men Black Anzo Breeze Casual Shoes,Footwear,Casual Shoes,Black,23849.jpg
43190,Fastrack Women White Dial Watch,Accessories,Watches,White,43190.jpg
48578,Revv Men Steel Bracelet,Accessories,Bracelet,Steel,48578.jpg
30462,Lovable Women All Day Long Black Bra,Apparel,Bra,Black,30462.jpg
18208,Manchester United Men Solid White Cap,Accessories,Caps,White,18208.jpg
54127,Rocia Women Black Heels,Footwear,Heels,Black,54127.jpg
10065,Puma Men ducati logo tee Yellow Tshirts,Apparel,Tshirts,Yellow,10065.jpg
24250,Numero Uno Men White Casual Shoes,Footwear,Casual Shoes,White,24250.jpg
32335,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,Accessories,Watches,Silver,32335.jpg
25382,Levis Men White Innerwear Vest,Apparel,Innerwear Vests,White,25382.jpg
56670,Maxima Men Black Dial Watch,Accessories,Watches,Black,56670.jpg
5092,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,Apparel,Tshirts,Purple,5092.jpg
10859,Wrangler Men Furious Rides Navy Blue T-Shirts,Apparel,Tshirts,Navy Blue,10859.jpg
59638,FNF Green Wedding Collection Sari,Apparel,Sarees,Green,59638.jpg
15517,Rockport Men LLandro Red Casual Shoes,Footwear,Casual Shoes,Red,15517.jpg
4140,Skechers Women Green Shoe,Footwear,Casual Shoes,Green,4140.jpg
36795,Maxima Men Ssteele Silver Dial Watch,Accessories,Watches,Silver,36795.jpg
40527,Titan Men Gold Dial Watch,Accessories,Watches,Gold,40527.jpg
10257,John Miller Men Solid Type Black Trousers,Apparel,Trousers,Black,10257.jpg
24062,Locomotive Men Navy Blue Printed T-shirt,Apparel,Tshirts,Navy Blue,24062.jpg
45869,Maxima Men Brown Dial Watch,Accessories,Watches,Brown,45869.jpg
11385,United Colors Of Benetton Women Light Winter Black Sweatshirts,Apparel,Sweatshirts,Black,11385.jpg
53130,Catwalk Women Brown Sandals,Footwear,Flats,Brown,53130.jpg
44187,Nike Fragrances Women 5th Element Perfume 150 ml,Personal Care,Perfume and Body Mist,White,44187.jpg
21510,Kiara Women Graphiti White Handbag,Accessories,Handbags,White,21510.jpg
51667,Louis Philippe Men Grey Sunglasses,Accessories,Sunglasses,Grey,51667.jpg
22395,Mark Taylor Men Striped Blue Shirt,Apparel,Shirts,Blue,22395.jpg
35322,Fabindia Women Anusuya Silver Earrings,Accessories,Earrings,Silver,35322.jpg
6425,Lotto Unisex Canvas Black Check Shoe,Footwear,Casual Shoes,Black,6425.jpg
18806,Peter England Men Casual Tan Belt,Accessories,Belts,Tan,18806.jpg
23247,Arrow Men Formal Black Shoe,Footwear,Formal Shoes,Black,23247.jpg
17072,Lino Perros Women Weaved  Grey Belt,Accessories,Belts,Grey,17072.jpg
31782,Lee Women Paula Blue Top,Apparel,Tops,Blue,31782.jpg
42270,Vans Unisex Black & Grey Classic Shoes,Footwear,Casual Shoes,Black,42270.jpg
12500,United Colors of Benetton Men Short Black Shirts,Apparel,Shirts,Black,12500.jpg
26735,Reebok Men Pack of 2 Pirates of the Caribbean Deos,Personal Care,Deodorant,Black,26735.jpg
30650,Nike Men Printed Black T-shirt,Apparel,Tshirts,Black,30650.jpg
56026,Colorbar Soft Touch Mousse Lipstick 025,Personal Care,Lipstick,Brown,56026.jpg
21948,Murcia Women Casual Brown Handbag,Accessories,Handbags,Brown,21948.jpg
32563,ONLY Women directoire blue Trousers,Apparel,Trousers,Blue,32563.jpg
58980,Colour me Women Flowers Deo,Personal Care,Deodorant,Pink,58980.jpg
40143,Gini and Jony Girls Pretty Blossom Blue Top,Apparel,Tops,Blue,40143.jpg
10633,Carlton London Men Formal Brown Formal Shoes,Footwear,Formal Shoes,Brown,10633.jpg
24406,Vishudh Women Red Printed Kurta,Apparel,Kurtas,Red,24406.jpg
4716,ADIDAS Unisex Response ST Analogue Black Watch,Accessories,Watches,Black,4716.jpg
21174,s.Oliver Women Stripes Beige Top,Apparel,Tops,Beige,21174.jpg
15341,Nike Women Solid Pink Shorts,Apparel,Shorts,Pink,15341.jpg
52486,Red Rose Maroon Camisole,Apparel,Camisoles,Maroon,52486.jpg
53554,Probase Multicoloured Printed Boxers,Apparel,Boxers,Multi,53554.jpg
14293,Classic Polo Men Stripes Blue Tshirts,Apparel,Tshirts,Blue,14293.jpg
47366,Baggit Women Blue Bag,Accessories,Handbags,Blue,47366.jpg
6041,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,Apparel,Tshirts,Navy Blue,6041.jpg
23623,Doodle Kids Girls Pink I love Shopping Top,Apparel,Tops,Pink,23623.jpg
17416,Lotto Men Atlantica Black Sports Shoe,Footwear,Sports Shoes,Black,17416.jpg
9835,Little Miss Women Printed Grey T-shirt,Apparel,Tshirts,Grey,9835.jpg
29319,ADIDAS Unisex Chicago Bulls Red Backpack,Accessories,Backpacks,Red,29319.jpg
7193,Jealous 21 Women Black Jegging,Apparel,Jeans,Black,7193.jpg
12958,ADIDAS Men Sports Black Sports Shoes,Footwear,Sports Shoes,Black,12958.jpg
27283,Mother Earth Women Magenta Kurta,Apparel,Kurtas,Magenta,27283.jpg
30234,Numero Uno Men Black Flip Flops,Footwear,Flip Flops,Black,30234.jpg
9009,Murcia Women Snake Print Bag Brown Handbags,Accessories,Handbags,Brown,9009.jpg
3533,Myntra Men's If You Don't Like Navy Blue T-shirt,Apparel,Tshirts,Navy Blue,3533.jpg
42614,Estelle Women Earrings & Pendant Set,Accessories,Jewellery Set,Gold,42614.jpg
12164,Aurelia Women Voile Orange Dupatta,Apparel,Dupatta,Orange,12164.jpg
26351,DKNY Women White Dial Watch NY8472,Accessories,Watches,White,26351.jpg
17624,ADIDAS Men Solid Navy Blue Track Pant,Apparel,Track Pants,Navy Blue,17624.jpg
47154,Gini and Jony Girls Black Capris,Apparel,Capris,Black,47154.jpg
35574,Gliders Men Esquire Red Flip Flops,Footwear,Flip Flops,Red,35574.jpg
46086,ADIDAS Women Lavender Hagkok Sports Shoes,Footwear,Sports Shoes,Lavender,46086.jpg
51031,Enamor White Bra,Apparel,Bra,White,51031.jpg
13284,Gini and Jony Kids Boys Solid Black Shorts,Apparel,Shorts,Black,13284.jpg
54543,F Sports Men White Outlander Sports Shoes,Footwear,Sports Shoes,White,54543.jpg
55491,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,Personal Care,Lip Gloss,Brown,55491.jpg
26163,John Miller Men Dark Grey Trousers,Apparel,Trousers,Grey,26163.jpg
3701,Tantra Women Flower Heart Black Long T-shirt,Apparel,Tshirts,Black,3701.jpg
29917,Police Men White Dial Watch PL12698JS,Accessories,Watches,White,29917.jpg
42426,Aurelia Women Sea Green Kurta,Apparel,Kurtas,Sea Green,42426.jpg
32751,FILA Men Liga II Black Shoes,Footwear,Casual Shoes,Black,32751.jpg
56214,Estelle Women Gold Earrings,Accessories,Earrings,Gold,56214.jpg
10401,Jealous 21 Women Uaine Purple Tops,Apparel,Tops,Purple,10401.jpg
40371,Tokyo Talkies Women Navy Slim Fit Jeans,Apparel,Jeans,Navy Blue,40371.jpg
21346,Pal Zileri Men Casual Gold Frame Sunglasses,Accessories,Sunglasses,Gold,21346.jpg
45603,Arrow Men Black Formal Shoes,Footwear,Formal Shoes,Black,45603.jpg
4524,Puma Men's YugoRun Black White Shoe,Footwear,Sports Shoes,Black,4524.jpg
37223,United Colors of Benetton Women Blue Top,Apparel,Tops,Blue,37223.jpg
53766,Puma Men White and Navy Blue T-shirt,Apparel,Tshirts,White,53766.jpg
25520,Doodle Kids Girls City Chic White Top,Apparel,Tops,White,25520.jpg
32597,ONLY Women Black Top,Apparel,Tops,Black,32597.jpg
58974,Colour me Men Gold Deo,Personal Care,Deodorant,Gold,58974.jpg
33445,Baggit Women Lamboo Mayur Black Wallet,Accessories,Wallets,Black,33445.jpg
57100,Elle Women Dark Pink Top,Apparel,Tops,Pink,57100.jpg
36137,Nike Women Free Run Pink Sports Shoes,Footwear,Sports Shoes,Pink,36137.jpg
41859,Estd. 1977 Men Black Sandals,Footwear,Sandals,Black,41859.jpg
21180,ADIDAS Men Adi Cells Black Flip Flops,Footwear,Flip Flops,Black,21180.jpg
39943,GAS Men Brown Count Casual Shoes,Footwear,Casual Shoes,Brown,39943.jpg
52472,Red Rose Women White & Pink Polka Dot Print Bath Robe,Apparel,Bath Robe,Pink,52472.jpg
58148,Puma Unisex White Cap,Accessories,Caps,White,58148.jpg
20052,United Colors Of Benetton Women Yellow Muffler,Accessories,Mufflers,Yellow,20052.jpg
5630,ADIDAS Women's Adi Groove Blue Flip Flop,Footwear,Flip Flops,Blue,5630.jpg
44517,Coolers Men Brown Pokar Flip Flops,Footwear,Flip Flops,Brown,44517.jpg
47392,Baggit Women Beige Bag,Accessories,Handbags,Beige,47392.jpg
50325,Aurelia Women Navy Blue Kurta,Apparel,Kurtas,Navy Blue,50325.jpg
8913,Puma Men Cabana Racer Sketch White Sports Shoes,Footwear,Sports Shoes,White,8913.jpg
16530,Locomotive Men Check Red Shirt,Apparel,Shirts,Red,16530.jpg
22705,Nike Men White Capri II Casual Shoe,Footwear,Casual Shoes,White,22705.jpg
7167,Scullers Men Scul Purple White Shirt,Apparel,Shirts,Purple,7167.jpg
46240,Fusion Beats Women White Printed Tunic,Apparel,Tunics,White,46240.jpg
27277,Mother Earth Women Blue Kurta,Apparel,Kurtas,Green,27277.jpg
13042,Inc 5 Women Brown Heels,Footwear,Flats,Brown,13042.jpg
6889,Forever New Women Stone Cream Jacket,Apparel,Jackets,Cream,6889.jpg
31312,W Women Peach Kurta,Apparel,Kurtas,Peach,31312.jpg
12190,Basics Men Blue Slim Fit Checked Shirt,Apparel,Shirts,Blue,12190.jpg
55657,Catwalk Women Golden Wedges,Footwear,Heels,Gold,55657.jpg
19578,United Colors of Benetton Women Solid Purple Top,Apparel,Tops,Purple,19578.jpg
27879,Scullers For Her Women Blue Top,Apparel,Tops,Blue,27879.jpg
34452,Rocia Women Copper Sandals,Footwear,Flats,Copper,34452.jpg
6287,Classic Polo Men's Swiss Yellow T-shirt,Apparel,Tshirts,Yellow,6287.jpg
7355,Tantra Men's Black Sabbath Navy T-shirt,Apparel,Tshirts,Navy Blue,7355.jpg
46072,Lino Perros Men Black Leather Belt,Accessories,Belts,Black,46072.jpg
22537,Gas Men Eldorado Tan Casual  Sandals,Footwear,Sandals,Tan,22537.jpg
28831,Enamor Women Pack of 3 Mid-Rise Bikini Brief,Apparel,Briefs,Brown,28831.jpg
43500,French Connection Men White T-shirt,Apparel,Tshirts,White,43500.jpg
2627,Carlton London Women Wedge Silver Sandal,Footwear,Flats,Silver,2627.jpg
27045,Yelloe Off White Fur Zip Clutch,Accessories,Clutches,Off White,27045.jpg
13270,Palm Tree Kids Girls Printed White Tops,Apparel,Tops,White,13270.jpg
18698,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,Apparel,Briefs,Grey,18698.jpg
55465,Revlon Super Lusterous Lipstick 304,Personal Care,Lipstick,Red,55465.jpg
26197,Formula 1 Go Men Perfume,Personal Care,Perfume and Body Mist,Green,26197.jpg
31120,Palm Tree Girls Pink Top,Apparel,Tops,Pink,31120.jpg
25712,ADIDAS Unisex Blue Cap,Accessories,Caps,Blue,25712.jpg
11527,United Colors of Benetton Men Olive Tshirts,Apparel,Tshirts,Olive,11527.jpg
14869,United Colors of Benetton Men Solid Black Wallets,Accessories,Wallets,Black,14869.jpg
40385,Tokyo Talkies Women Yellow Top,Apparel,Tops,Yellow,40385.jpg
15187,Arrow Sport Men Solid White Polo Tshirts,Apparel,Tshirts,White,15187.jpg
5402,Kalenji Ekiden 200 Wn Purple 2011,Footwear,Sports Shoes,Purple,5402.jpg
44725,Lotto Women Coral Elegant Flip Flops,Footwear,Flip Flops,Orange,44725.jpg
14055,Flying Machine Men Check Green Shirts,Apparel,Shirts,Green,14055.jpg
20260,Wrangler Men Applique Navy Blue Tshirt,Apparel,Tshirts,Navy Blue,20260.jpg
7731,Puma Men's Winglet II Grey Yellow White Flip Flop,Footwear,Flip Flops,Grey,7731.jpg
22153,Lee Cooper Men Brown Casual Sandals,Footwear,Sandals,Brown,22153.jpg
43958,Puma Men Olive Techno Ind Sandal,Footwear,Sandals,Olive,43958.jpg
28469,Urban Yoga Women Printed Pink T-shirt,Apparel,Tshirts,Pink,28469.jpg
50573,Chromozome Men Charcoal Trunk Trunks,Apparel,Trunk,Charcoal,50573.jpg
34036,Palm Tree Boys Check Blue Shirt,Apparel,Shirts,Blue,34036.jpg
55001,Lakme Absolute Lip Last Day Kiss Lip Colour,Personal Care,Lipstick,Pink,55001.jpg
8779,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,Apparel,Shirts,Navy Blue,8779.jpg
3391,Murcia Women White With Stitch Bag,Accessories,Handbags,White,3391.jpg
43164,Fastrack Men Black Watch,Accessories,Watches,Black,43164.jpg
2243,ADIDAS Men Stripe Polo White Polo T-shirt,Apparel,Tshirts,White,2243.jpg
30496,Lovable Women Fiona Purple Bra,Apparel,Bra,Purple,30496.jpg
27421,Jockey Women Blue Lounge Pants,Apparel,Lounge Pants,Blue,27421.jpg
57756,Lotus Herbals Neem & Clove Purifying Face Wash,Personal Care,Face Wash and Cleanser,Green,57756.jpg
33213,Sepia Women Printed Magenta Top,Apparel,Tops,Magenta,33213.jpg
39729,Arrow Woman Olive Top,Apparel,Tops,Olive,39729.jpg
25376,Levis Men Grey Innerwear T-Shirt,Apparel,Innerwear Vests,Grey,25376.jpg
11143,Scullers Men Price Catch Black Shirts,Apparel,Shirts,Black,11143.jpg
56684,Fabindia Beige & Maroon Mull Printed Saree,Apparel,Sarees,Beige,56684.jpg
4988,Gini and Jony Girl's Vanya White Polka Dot Kidswear,Apparel,Dresses,White,4988.jpg
44341,Indian Terrain Men Blue T-shirt,Apparel,Tshirts,Blue,44341.jpg
14431,Enroute Women Casual Black Flats,Footwear,Heels,Black,14431.jpg
20604,Baggit Women Umbrella Dum Brown Handbag,Accessories,Handbags,Brown,20604.jpg
52224,Lencia Grey Swarovski Pearl Necklace,Accessories,Necklace and Chains,Silver,52224.jpg
45293,CASIO SHEEN Women Red Dial Watch SX017,Accessories,Watches,Red,45293.jpg
36761,Maxima Men Black Watch,Accessories,Watches,Black,36761.jpg
33021,Mother Earth Women Printed Cream Kurta,Apparel,Kurtas,Cream,33021.jpg
25144,Lino Perros Women Leatherite Orange Handbag,Accessories,Handbags,Orange,25144.jpg
11371,United Colors Of Benetton Men Summer Black Shirts,Apparel,Shirts,Black,11371.jpg
41401,Wrangler Women White Smocked Top,Apparel,Tops,White,41401.jpg
14603,United Colors of Benetton Men Pack of 2 Grey Socks,Accessories,Socks,Grey,14603.jpg
37481,Esprit Women White Dial Watch,Accessories,Watches,White,37481.jpg
5254,Wildcraft Unisex Red Duffle Bag,Accessories,Duffel Bag,Red,5254.jpg
